Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATTIC_SOFFIT_EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_SOFFIT_NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_SOFFIT_SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_SOFFIT_WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_ROOF_EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_ROOF_NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_ROOF_SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_ROOF_WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_DOOR:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_3:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_5:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_6:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_2_WALL_EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_2_WALL_EAST_WINDOW_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_2_WALL_EAST_WINDOW_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_2_WALL_EAST_WINDOW_3:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_2_WALL_EAST_WINDOW_4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_3:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_5:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_6:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_4_WALL_WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_4_WALL_WEST_WINDOW_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_4_WALL_WEST_WINDOW_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_4_WALL_WEST_WINDOW_3:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_4_WALL_WEST_WINDOW_4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC:Zone Air Temperature [C](Hourly),ATTIC:Zone Air System Sensible Heating Rate [W](Hourly),ATTIC:Zone Air System Sensible Cooling Rate [W](Hourly),CORE_ZN:Zone Air Temperature [C](Hourly),CORE_ZN:Zone Air System Sensible Heating Rate [W](Hourly),CORE_ZN:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_1:Zone Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Air System Sensible Heating Rate [W](Hourly),PERIMETER_ZN_1:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_2:Zone Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Air System Sensible Heating Rate [W](Hourly),PERIMETER_ZN_2:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_3:Zone Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Air System Sensible Heating Rate [W](Hourly),PERIMETER_ZN_3:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_4:Zone Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Air System Sensible Heating Rate [W](Hourly),PERIMETER_ZN_4:Zone Air System Sensible Cooling Rate [W](Hourly),CORE_ZN IDEAL LOADS:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),CORE_ZN IDEAL LOADS:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),PERIMETER_ZN_1 IDEAL LOADS:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),PERIMETER_ZN_1 IDEAL LOADS:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),PERIMETER_ZN_2 IDEAL LOADS:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),PERIMETER_ZN_2 IDEAL LOADS:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),PERIMETER_ZN_3 IDEAL LOADS:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),PERIMETER_ZN_3 IDEAL LOADS:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),PERIMETER_ZN_4 IDEAL LOADS:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),PERIMETER_ZN_4 IDEAL LOADS:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly) 
 01/01  11:00:00,-5.708333333333333,67.24986958048532,67.24986958048532,67.24986958048532,67.24986958048532,406.22045498813276,123.4478271035055,536.2569331124477,253.4843052278204,649.3110364810187,728.9448427755555,727.6912708081318,727.6884712582455,727.6884712582455,727.6884712582455,727.6884712582455,727.6912706626605,249.33854219294628,298.3034095918914,297.9872112595909,297.9872112595909,297.9900106640068,72.33753627865914,75.57972301049092,75.57692346060445,75.57692346060445,75.57692346060445,75.57692346060445,75.57972286502029,72.3500382123626,75.57972301049097,75.57692346060445,75.57692346060445,75.57972286502026,-1.9177434330190382,0.0,0.0,22.66249159233738,0.0,0.0,23.29213222581687,0.0,0.0,22.000000000000004,264.3058440791986,0.0,22.000000000000004,1092.1383437969987,0.0,22.000000000000004,769.6742044204848,0.0,0.0,0.0,0.0,0.0,951240.5595296341,0.0,3930547.3243545797,0.0,2770063.9294066327,0.0,0.0,7651851.813290846 
 01/01  12:00:00,-4.008333333333334,67.93060050328235,67.93060050328235,67.93060050328235,67.93060050328235,350.8097613086964,163.89035255640286,502.2651629172489,315.3457541649554,555.2431764761126,627.9802407652686,625.7136436620716,625.7085817654851,625.7085817654851,625.7085817654851,625.7085817654851,625.713643399044,112.1755243553996,122.70402502768752,107.16799906871336,107.16799906871336,107.17306070227289,86.1910146483457,91.18541231204718,91.18035041546055,91.18035041546055,91.18035041546055,91.18035041546055,91.18541204902009,86.38379124839322,91.18541231204722,91.18035041546055,91.18035041546055,91.78069260327253,1.6801368922879725,0.0,0.0,22.024486355952533,605.2255524005795,0.0,22.58556281896179,0.0,0.0,22.0,1164.8692577426202,0.0,22.0,2189.1171609773914,0.0,22.0,1372.3633450606542,0.0,2178096.681271431,0.0,0.0,0.0,4194321.992824691,0.0,7882214.223189242,0.0,4941407.94652042,0.0,0.0,19196040.843805782 
 01/01  13:00:00,-2.658333333333333,46.62013018023854,46.62013018023854,46.62013018023854,46.62013018023854,215.81781829312192,152.91092886680727,301.91128391839226,239.00439449207772,283.49680664274064,321.52831878507635,318.45920123396417,318.4523471019996,318.4523471019996,318.4523471019996,318.4523471019996,318.45920087780837,77.17210058441509,83.08442209093242,83.07756795896773,83.07756795896773,83.08442173477685,77.14606087336632,83.08442209093236,83.07756795896773,83.07756795896772,83.07756795896772,83.07756795896772,83.08442173477683,95.75670686673823,98.6979138741949,98.69105974223021,98.69105974223021,105.8915148072461,2.8002711602368766,0.0,0.0,22.0,624.838142967133,0.0,22.03979350641053,170.33641602349726,0.0,22.0,1110.1907877864776,0.0,22.0,1989.2646988315864,0.0,22.0,1245.8416120909735,0.0,2249417.3146816785,0.0,613055.4702417881,0.0,3996686.836031318,0.0,7161352.915793711,0.0,4485029.803527505,0.0,0.0,18505542.340276 
 01/01  14:00:00,-1.5583333333333336,34.940947245321375,34.940947245321375,34.940947245321375,34.940947245321375,152.4576430823922,132.58576937511268,204.77113921191236,184.89926550463284,164.66891028981402,186.63828651456797,183.5305193697377,183.52357892325062,183.52357892325062,183.52357892325062,183.52357892325062,183.5305190090969,63.9077964443932,69.49981469918498,69.49287425269786,69.49287425269786,69.49981433854434,63.88233288842337,69.49981469918494,69.49287425269786,69.49287425269786,69.49287425269786,69.49287425269786,69.49981433854434,103.57571114442283,119.50123433995287,119.49429389346575,119.49429389346575,119.5012339793122,2.8158025660054924,0.0,0.0,22.0,514.5932072384907,0.0,22.000000000000057,507.18431048371485,0.0,22.0,1030.9201221446338,0.0,22.0,1798.6490191365435,0.0,22.0,1104.4163225116451,0.0,1852535.546058566,0.0,1825863.5177410233,0.0,3711312.439720681,0.0,6475136.468891556,0.0,3975898.761041922,0.0,0.0,17840746.73345375 
 01/01  15:00:00,-1.0999999999999999,22.282780164315835,22.282780164315835,22.282780164315835,22.282780164315835,84.25422578955866,77.23925638712558,140.66112601166327,133.14245533595604,133.36312307173662,148.38178597247443,146.5018362638386,146.49763785071977,146.49763785071977,146.49763785071977,146.49763785071977,146.50183604567985,41.831122960817275,45.340455982306025,45.33625756918715,45.33625756918715,45.34045576414737,41.81542958867161,45.340455982306004,45.33625756918715,45.33625756918715,45.33625756918715,45.33625756918715,45.34045576414737,110.4866334584823,122.74745730103562,122.74325888791674,122.74325888791674,122.74745708287696,2.563715938152193,0.0,0.0,24.307361353212993,0.0,0.0,23.93034215086463,0.0,0.0,22.997774564162857,0.0,0.0,22.996282439545286,0.0,0.0,22.97986602239733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,-1.0999999999999999,9.166029785835269,9.166029785835269,9.166029785835269,9.166029785835269,36.55417094287696,36.55417094287696,56.115305330776664,57.53553979252175,53.069528001253815,58.032747893590596,57.1075003485954,57.105434031920396,57.105434031920396,57.105434031920396,57.105434031920396,57.10750024122504,18.51804655566239,20.188250447345872,20.18618413067087,20.18618413067087,20.18825033997557,18.510453284607987,20.188250447345855,20.18618413067087,20.18618413067087,20.18618413067087,20.18618413067087,20.188250339975568,57.84770997390053,61.59456848543096,61.59250216875595,61.59250216875595,61.594568378060664,1.3963145376998878,0.0,0.0,24.92178193655309,0.0,0.0,24.28135285662482,0.0,0.0,23.36586911787464,0.0,0.0,23.378443350850514,0.0,0.0,23.31525472792249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,-1.0999999999999999,0.9853794731985207,0.9853794731985207,0.9853794731985207,0.9853794731985207,4.400959951029484,4.400959951029482,5.662288983142827,6.190674811687313,5.4028861482576005,5.793646612962952,5.681649692798822,5.681399574757511,5.681399574757511,5.681399574757511,5.681399574757511,5.681649679802142,2.1175154911921177,2.3166681099697364,2.316417991928423,2.316417991928423,2.31666809697306,2.1166032723755417,2.3166681099697346,2.316417991928423,2.316417991928423,2.316417991928423,2.316417991928423,2.31666809697306,7.095564010719144,7.35102420741537,7.350774089374056,7.350774089374056,7.351024194418692,-0.13406588358591986,0.0,0.0,25.266306408768525,0.0,0.0,24.425944786130458,0.0,0.0,23.618782994656332,0.0,0.0,23.65179572629013,0.0,0.0,23.489579051633147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,-1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8167105168111608,0.0,0.0,23.50323073218563,0.0,0.0,22.553519164967085,0.0,0.0,22.100318003640748,205.6179077103744,0.0,22.10551237181102,330.1058472812215,0.0,22.071859298086594,305.85796454249834,0.0,0.0,0.0,0.0,0.0,740046.9612865022,0.0,1188296.8963788864,0.0,1100053.4150296564,0.0,0.0,3028397.272695045 
 01/01  19:00:00,-1.9916666666666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9215653345574015,0.0,0.0,22.954968171791297,0.0,0.0,22.011262901036513,91.27072079337294,0.0,22.0,449.31106778172216,0.0,22.0,718.2766871736798,0.0,22.0,558.9879601919524,0.0,0.0,0.0,328568.56242267374,0.0,1617519.8440142,0.0,2585796.073825247,0.0,2012356.656691023,0.0,0.0,6544241.136953143 
 01/01  20:00:00,-1.5583333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.137938427941176,0.0,0.0,22.84501777510805,0.0,0.0,22.0,223.94883262828262,0.0,22.0,494.7502070563317,0.0,22.0,778.5195966779933,0.0,22.0,598.335956381522,0.0,0.0,0.0,806215.7974618174,0.0,1781100.7454027943,0.0,2802670.548040776,0.0,2154009.4429734796,0.0,0.0,7543996.5338788675 
